#Forceandmomentcoefficients
#dragDir:(1.000000e+000.000000e+000.000000e+00)
#sideDir:(0.000000e+000.000000e+00-1.000000e+00)
#liftDir:(0.000000e+001.000000e+000.000000e+00)
#rollAxis:(1.000000e+000.000000e+000.000000e+00)
#pitchAxis:(0.000000e+000.000000e+00-1.000000e+00)
#yawAxis:(0.000000e+001.000000e+000.000000e+00)
#magUInf:1.477700e+00
#lRef:1.000000e+00
#Aref:1.000000e+00
#CofR:(0.000000e+000.000000e+000.000000e+00)
#
Time	Cd	Cd(f)	Cd(r)	Cl	Cl(f)	Cl(r)	CmPitch	CmRoll	CmYaw	Cs	Cs(f)	Cs(r)
0.001	2.162794e-04	1.081397e-04	1.081397e-04	2.148351e-07	3.320002e-06	-3.105167e-06	3.212585e-06	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
0.002	1.992718e-04	9.963590e-05	9.963590e-05	-2.234363e-08	2.979428e-06	-3.001772e-06	2.990600e-06	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
0.003	1.861810e-04	9.309050e-05	9.309050e-05	-9.175272e-08	2.758465e-06	-2.850218e-06	2.804341e-06	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
0.004	1.728198e-04	8.640990e-05	8.640990e-05	-6.778933e-08	2.567184e-06	-2.634973e-06	2.601078e-06	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
0.005	1.605870e-04	8.029351e-05	8.029351e-05	-6.486209e-08	2.384560e-06	-2.449422e-06	2.416991e-06	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
0.006	1.505275e-04	7.526373e-05	7.526373e-05	-6.455830e-08	2.234246e-06	-2.298805e-06	2.266526e-06	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
0.007	1.420133e-04	7.100667e-05	7.100667e-05	-5.807313e-08	2.109270e-06	-2.167343e-06	2.138306e-06	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
0.008	1.351343e-04	6.756714e-05	6.756714e-05	-3.759914e-08	2.013776e-06	-2.051375e-06	2.032575e-06	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
0.009	1.296159e-04	6.480795e-05	6.480795e-05	-2.189634e-08	1.936900e-06	-1.958797e-06	1.947848e-06	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
0.01	1.251430e-04	6.257149e-05	6.257149e-05	-7.016365e-09	1.875383e-06	-1.882399e-06	1.878891e-06	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
0.011	1.213225e-04	6.066127e-05	6.066127e-05	7.338729e-09	1.823267e-06	-1.815929e-06	1.819598e-06	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
0.012	1.180534e-04	5.902669e-05	5.902669e-05	1.605877e-08	1.777230e-06	-1.761171e-06	1.769200e-06	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
0.013	1.152591e-04	5.762954e-05	5.762954e-05	2.292663e-08	1.737766e-06	-1.714839e-06	1.726302e-06	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00
